Sira,Ticker,RSRating,RSScore,Fiyat,High52W,Low52W,ZirvedenUzaklik,DiptenYukselis,Tarih
396,DENGE,13,70.73,2.31,4.25,1.86,45.65,24.19,2026-05-26
397,SUNTK,12,70.39,33.24,61.45,29.14,45.91,14.08,2026-05-26
398,CASA,12,69.9,88.3,140.7,80.8,37.24,9.28,2026-05-26
399,YESIL,12,69.66,1.57,3.52,1.26,55.4,24.6,2026-05-26
400,AGROT,12,69.39,2.91,4.38,2.71,33.56,7.38,2026-05-26
401,VRGYO,12,69.38,2.2,4.42,2.07,50.23,6.28,2026-05-26
402,TRILC,11,69.31,2.45,4.4,2.25,44.32,8.74,2026-05-26
403,ENSRI,11,69.03,9.98,38.92,3.85,74.36,159.18,2026-05-26
404,BANVT,11,68.94,150.0,248.3,146.0,39.59,2.74,2026-05-26
405,YKSLN,11,68.88,3.47,7.25,3.02,52.14,14.9,2026-05-26
406,EUREN,10,68.68,4.84,11.4,4.39,57.54,10.25,2026-05-26
407,ARZUM,10,68.55,2.4,5.72,2.17,58.04,10.6,2026-05-26
408,ADESE,10,68.51,1.04,4.59,0.77,77.35,35.77,2026-05-26
409,TTRAK,10,68.22,449.25,652.0,425.0,31.1,5.71,2026-05-26
410,OSTIM,10,68.06,2.7,4.57,2.51,40.92,7.57,2026-05-26
411,ALCAR,9,68.05,729.5,1085.0,700.0,32.76,4.21,2026-05-26
412,BIGCH,9,68.02,6.35,15.0,4.9,57.67,29.58,2026-05-26
413,KLGYO,9,67.99,4.83,8.3,4.42,41.81,9.28,2026-05-26
414,BIENY,9,67.96,24.46,51.7,20.82,52.69,17.48,2026-05-26
415,SNGYO,9,67.8,3.59,5.45,3.3,34.13,8.79,2026-05-26
416,TBORG,8,67.45,136.4,209.5,129.0,34.89,5.74,2026-05-26
417,DAPGM,8,67.09,9.5,19.75,8.36,51.9,13.64,2026-05-26
418,NATEN,8,66.96,7.12,11.79,6.37,39.61,11.77,2026-05-26
419,CANTE,8,66.96,1.52,2.87,1.42,47.04,7.04,2026-05-26
420,GENTS,7,66.91,7.28,13.62,6.75,46.55,7.85,2026-05-26
421,IMASM,7,66.74,3.32,6.35,2.67,47.72,24.34,2026-05-26
422,KONYA,7,66.73,3835.0,6175.0,3600.0,37.89,6.53,2026-05-26
423,IHYAY,7,66.56,1.71,3.52,1.63,51.42,4.91,2026-05-26
424,PKENT,7,66.1,150.9,324.75,140.1,53.53,7.71,2026-05-26
425,DERHL,6,66.06,14.52,77.0,12.72,81.14,14.15,2026-05-26
426,PGSUS,6,65.88,170.1,274.5,161.5,38.03,5.33,2026-05-26
427,VESTL,6,65.82,26.36,46.0,24.64,42.7,6.98,2026-05-26
428,SODSN,6,65.8,9.68,16.65,9.0,41.86,7.56,2026-05-26
429,RAYSG,5,65.76,187.3,301.25,174.0,37.83,7.64,2026-05-26
430,CMBTN,5,65.38,1602.0,2647.5,1485.0,39.49,7.88,2026-05-26
431,TDGYO,5,65.05,14.89,42.56,12.21,65.01,21.95,2026-05-26
432,LRSHO,5,65.04,3.54,7.8,3.24,54.62,9.26,2026-05-26
433,POLTK,5,64.56,5065.0,13252.5,4700.0,61.78,7.77,2026-05-26
434,CEMAS,4,64.56,4.81,12.27,3.95,60.8,21.77,2026-05-26
435,PAPIL,4,64.37,15.29,42.14,14.27,63.72,7.15,2026-05-26
436,VESBE,4,63.34,6.77,14.5,6.51,53.31,3.99,2026-05-26
437,EGEEN,4,63.23,5635.0,8877.5,5350.0,36.52,5.33,2026-05-26
438,MEGAP,3,63.18,2.5,6.48,2.16,61.42,15.74,2026-05-26
439,SUWEN,3,63.16,7.64,15.82,7.0,51.7,9.14,2026-05-26
440,IHLAS,3,62.79,2.03,4.59,1.87,55.77,8.56,2026-05-26
441,MARTI,3,60.92,1.76,4.76,1.29,63.03,36.43,2026-05-26
442,GZNMI,3,60.24,65.65,330.25,41.56,80.12,57.96,2026-05-26
443,ZRGYO,2,60.11,16.39,25.86,16.39,36.62,0.0,2026-05-26
444,GSRAY,2,60.04,1.05,1.89,1.01,44.44,3.96,2026-05-26
445,KRGYO,2,59.8,2.72,15.33,2.58,82.26,5.52,2026-05-26
446,ESEN,2,58.04,3.94,20.3,3.47,80.59,13.54,2026-05-26
447,EMKEL,1,57.18,21.86,131.6,17.84,83.39,22.53,2026-05-26
448,FENER,1,56.06,4.02,53.95,2.54,92.55,58.27,2026-05-26
449,FORMT,1,55.19,2.25,4.61,2.02,51.19,11.39,2026-05-26
450,TUCLK,1,53.21,4.43,13.34,3.91,66.79,13.3,2026-05-26
451,KENT,1,51.78,405.25,1010.0,380.0,59.88,6.64,2026-05-26
452,USAK,1,51.14,1.59,6.62,1.45,75.98,9.66,2026-05-26
453,OTTO,1,50.56,230.0,585.0,223.6,60.68,2.86,2026-05-26
454,KONTR,1,40.24,7.85,39.9,7.61,80.33,3.15,2026-05-26
455,MERKO,1,11.5,2.04,18.53,1.96,88.99,4.08,2026-05-26
